Key,Id,Korean(ko),English(en),Chinese (Simplified)(zh),Chinese (Traditional)(zh-TW),Japanese(ja),,,,,,
210338,,닉네임에 특수문자를 사용할 수 없습니다.,Nickname cannot contain special characters.,昵称无法使用特殊符号。,暱稱不能包含特殊符號。,ニックネームに特殊文字は使用できません。,,,,,,
210339,,이벤트,Event,活动,活動,イベント,,,,,,
210340,,7일 출석 이벤트,7 Days Login Event,7天签到活动,7日簽到活動,7日ログインチェックイベント,,,,,,
210341,,매일 접속하고 보상을 받으세요!,Login every day and get rewarded!,每天登录游戏，领取奖励吧！,每天登入即可獲得獎勵！,毎日ログインして報酬を受け取りましょう！,,,,,,
210342,,{0}일,Day {0},{0}天,{0}天,{0}日,,,,,,
210343,,구매 복원,Restore Purchase,恢复购买,恢復購買,購入復元,,,,,,
210344,,구매 완료,Complete Purchase,购买完成,購買完畢,購入完了,,,,,,
210345,,구매 요청을 처리중입니다.<br>잠시만 기다려주세요.,A purchase request is being processed. <br>Please wait.,正在处理购买请求。<br>请稍候。,正在處理購買請求。<br>請稍候。,購入要請を処理しています。<br>しばらくお待ちください。,,,,,,
210346,,"최근 로그인이 다른 기기에서 진행되었습니다.<br>현재 다른 기기에서 로그인 중일 경우,<br>해당 기기에서는 자동으로 게임이 종료됩니다.<br><br>계속 진행하시겠습니까?","A recent login has occurred on another device.<br>If you are currently logged in from another device,<br>the game will automatically end on that device.<br>Do you want to proceed?",最近在其他设备登录。<br>当前正在其他设备登录时，<br>该设备将自动结束游戏。<br><br>确定继续进行吗？,最近有從另一台裝置登入。<br>如果您目前正登入另一台裝置，<br>將於該裝置自動結束遊戲。<br><br>確定要繼續嗎？,最近、他のデバイスでログインが行われました。<br>現在他のデバイスでログインしている場合、<br>そのデバイスでは自動的にゲームが終了します。<br><br>このまま続けますか？,,,,,,
210347,,광고 보상,Ads Reward,广告奖励,廣告獎勵,広告報酬,,,,,,
210348,,잠재,Potential,潜在,潛在,潜在,,,,,,
210349,,자동 변경,Automatic Change,自动更改,自動變更,自動変更,,,,,,
210350,,변경,Change,更改,變更,変更,,,,,,
210351,,자동 변경 중...,Progressing...,自动更改中……,自動變更中…,自動変更中…,,,,,,
210352,,잠재 확률,Potential Rate,潜在值几率,潛在值機率,潜在値確率,,,,,,
210353,,잠재가 비어있습니다.,You don't have the Potential.,潜在为空。,潛在是空白的。,潜在が空いています。,,,,,,
210354,,"전설, 신화가 나올 때까지 자동으로 잠재를 변경합니다.",Automatically change Potential until Legendary or Myth.,自动更改潜在直至传说、神话出现为止。,自動變更潛在直到傳說、神話出現為止。,伝説・神話が出るまで自動で潜在を変更します。,,,,,,
210355,,정지,Stop,暂停,停止,停止,,,,,,
210356,,높은 등급의 잠재가 있습니다.<br>재설정 하시겠습니까?,One or more Potential has a high grade.<br>Do you want to change?,有高级别的潜在值。<br>是否重新设置？,有高等級的潛在值。<br>要重新設定嗎？,高い等級の潜在値があります。<br>再設定しますか？,,,,,,
210357,,자동 변경이 진행 중입니다.,Automatic change is progressing.,自动更改进行中。,正在進行自動變更。,自動変更中です。,,,,,,
210358,,룬 효과,Rune Effect,符文效果,符文效果,ルーン効果,,,,,,
210359,,다이아를 소비하여 잠재 프리셋을 엽니다.,Use Diamonds to unlock the Potential preset.,消耗钻石打开潜在预设。,消耗鑽石，解鎖潛在預設。,ダイヤを消費して潜在プリセットを開放します。,,,,,,
210360,,주간 구매 {0}/{1},Weekly Limit {0}/{1},每周购买{0}/{1},每週購買{0}/{1},1週間の購入 {0}/{1},,,,,,
210361,,성장패키지 IV,Growth Package IV,成长礼包IV,成長禮包IV,成長パッケージIV,,,,,,
210362,,성장패키지4,Growth Package 4,成长礼包4,成長禮包4,成長パッケージ4,,,,,,
210363,,레벨 패스,Level Pass,等级通行证,等級通行證,レベルパス,,,,,,
210364,,스테이지 패스,Stage Pass,关卡通行证,關卡通行證,ステージパス,,,,,,
210365,,모험 패스,Soul Pass,冒险通行证,冒險通行證,アドベンチャーパス,,,,,,
210366,,프로필 수정,Edit Profile,修改简介,修改個人檔案,プロフィール修正,,,,,,
210367,,{0} 남음,{0} Left,剩余{0},剩下{0},残り{0},,,,,,
210368,,이전 최고 피해량,Previous High Damage,历史最高伤害量,之前最高傷害量,以前の最高ダメージ量,,,,,,
210369,,보상 정보,Reward Info,奖励信息,獎勵資訊,報酬情報,,,,,,
210370,,기록 없음,No Record,无纪录,無紀錄,記録なし,,,,,,
210371,,이전 누적 피해량,Previous Damage,历史累计伤害量,之前累計傷害量,直前の累積ダメージ量,,,,,,
210372,,현재 누적 피해량,Currency Damage,当前累计伤害量,目前累計傷害量,現在の累積ダメージ量,,,,,,
210373,,{0}초,{0}Seconds,{0}秒,{0}秒,{0}秒,,,,,,
210374,,수련 보상,TrainingReward,训练奖励,訓練獎勵,修練報酬,,,,,,
210375,,신기록 갱신!,New Record!,更新新纪录！,締造新紀錄！,新記録更新！,,,,,,
210376,,받는 보상이 없습니다.,There is no reward to be received.,无获得的奖励。,沒有領取的獎勵。,受け取る報酬がありません。,,,,,,
210377,,피해량 <color=#FFD53B>{0}</color> 달성 시 획득,Obtained upon achieving damage <color=#FFD53B>{0}</color>,伤害量达成<color=#FFD53B>{0}</color>时获得,傷害量達到<color=#FFD53B>{0}</color>時獲得,ダメージ量<color=#FFD53B>{0}</color>を達成すると獲得,,,,,,
210378,,한국어,English,简体中文,簡體中文,日本語,,,,,,
210379,,수련,Training,训练,訓練,修練,,,,,,
210380,,상품의 가격이 {0} 증가하였습니다.,The price of the product has increased {0}.,产品价格已上涨 {0}。,產品價格已上漲 {0}。,商品の価格が{0}増加しました。,,,,,,
210381,,{0}시 초기화,Reset at {0} o'clock,重置于{0},重設於{0},{0}時の初期化,,,,,,
210382,,{0} 코스튬 보유시 해금됩니다.,Unlocked when you own the costume {0} .,{0}当您拥有服装后即可解锁。,{0}當您擁有服裝後即可解鎖。,{0} コスチュームを所有するとロックが解除されます,,,,,,
210383,,달성 피해량,Damage achievement,伤害成就,傷害成就,ダメージ実績,,,,,,
210384,,유물 소환,Relic,遗物,遺物,遺物,,,,,,
210385,,유물,Relic,遗物,遺物,遺物,,,,,,
210386,,성공확률 {0}%,Success probability {0}%,成功概率{0}%,成功機率{0}%,成功確率 {0}%,,,,,,
210387,,공격력 {0} 레벨 달성시 잠금 해제,Unlocked when Attack reaches level {0},当攻击力达到等级 {0} 时解锁,當攻擊力達到等級 {0} 時解鎖,攻撃力レベル{0}に達するとロックが解除されます,,,,,,
210388,,체력 {0} 레벨 달성시 잠금 해제,Unlocked when HP reaches level {0},当体力达到等级 {0} 时解锁,當體力達到等級 {0} 時解鎖,体力レベル{0}に達するとロックが解除されます,,,,,,
210389,,{0} 스테이지 성공시 잠금 해제,Unlocked when stage {0} is completed,阶段 {0} 完成后解锁,階段 {0} 完成後解鎖,ステージ {0} が完了するとロックが解除されます,,,,,,
210390,,캐릭터 레벨 {0} 달성시 잠금 해제,Unlocked upon reaching character level {0},达到角色等级 {0} 后解锁,達到角色等級 {0} 後解鎖,キャラクターレベル{0}に到達するとロックが解除されます,,,,,,
210391,,소환권,Summon Ticket,召唤券,召喚券,召喚チケット,,,,,,
210392,,일괄 분해,Break down All,一键拆装,批次拆裝,一括分解,,,,,,
210393,,분해,Break down,分解,分解,分解,,,,,,
210394,,암시장,Black Market,黑市,黑市,闇市場,,,,,,
210395,,보석 소환,Summon Jewel,召唤宝石,召喚寶石,宝石召喚,,,,,,
210396,,보석,Jewel,宝石,寶石,宝石,,,,,,
210397,,일괄 강화,Upgrade All,全部强化,全部強化,全部強化,,,,,,
210398,,비어있음,Empty,空,空,空,,,,,,
210399,,필요 개수,Quantity needed,所需数量,所需數量,必要な数量,,,,,,
210400,,장착 중인 보석이 없습니다.,There aren't any Jewels being worn.,没有佩戴任何宝石。,沒有佩戴任何寶石。,装着中の宝石はありません。,,,,,,
210401,,보유한 보석이 없습니다.,There aren't any Jewels owned.,没有拥有任何宝石。,沒有擁有任何寶石。,持っている宝石はありません。,,,,,,
210402,,각성 효과 (장착 효과),Awaken Effect (Equip Effect),觉醒效果 (佩戴效果),覺醒效果 (穿戴效果),覚醒効果 (装着効果),,,,,,
210403,,각성 효과 (보유 효과),Awaken Effect (Owned Effect),觉醒效果 (持有效果),覺醒效果 (持有效果),覚醒効果 (保有効果),,,,,,
210404,,잠금 해제,Unlock,解锁,解鎖,ロック解除,,,,,,
210405,,랭킹,Rank,我的排名,我的排名,私のランキング,,,,,,
210406,,분해 완료,Breaking down Completed,分解完成,分解完成,分解完了,,,,,,
210407,,분해 가능한 스킬이 없습니다.,There are no skills that can be broken down,没有可以分解的技能,沒有可以分解的技能,分解できるスキルはない,,,,,,
210408,,5각성 달성 시 이용 가능합니다.,It can be used when awaken 5 are achieved,觉醒5級後即可使用。,覺醒5級後即可使用。,覚醒レベル5以降から使用可能となる。,,,,,,
210409,,티켓,Ticket,门票,門票,チケット,,,,,,
210410,,순위 없음,No Ranking,无名次,無名次,順位なし,,,,,,
210411,,모두 완료 시 카우보이 코스튬 무료!,Free Cowboy Sostume upon completion!,完成后免费牛仔服装！,完成後免費牛仔服裝！,完了すると無料のカウボーイコスチューム！,,,,,,
210412,,신규 용사를 위한 안내서,A Guide for New Hero,新英雄指南,新英雄指南,新しいヒーローのためのガイド,,,,,,
210413,,매일 24시 이 후 다음 일차 미션이 열립니다.,The next primary mission opens every day after 24:00.,下一个主要任务每天 24:00 后开放。,下一個主要任務每天 24:00 後開放。,次のプライマリ ミッションは毎日 24:00 以降に開始されます。,,,,,,
210414,,합성 결과,Result,结果,结果,结果,,,,,,
210415,,암시장2,Black Market2,黑市2,黑市2,闇市場2,,,,,,
210416,,모든 상품 소진 시 암시장2가 열립니다.,"When all products are sold out, Black Market 2 opens.",当所有产品售完后，黑市 2 就会开放。,當所有產品售完後，黑市 2 就會開放。,すべての商品が売り切れると、ブラック マーケット 2 が開きます。,,,,,,
999999,,머쉬룸 히어로,Mushroom Hero,蘑菇英雄,蘑菇英雄,キノコのヒーロー,,,,,,
